img_id,clip_id,angry,disgusted,surprised,fearful,happy,sad
12_0004-69_00013.jpg,12_0004-69,1,0,0,0,0,0
03_0003-55_00048.jpg,03_0003-55,0,0,0,0,0,1
22_0000995_00032.jpg,22_0000995,1,0,0,0,0,0
12_0008-51_00030.jpg,12_0008-51,1,0,0,0,0,0
16_00036-6_00017.jpg,16_00036-6,1,0,0,0,0,0
12_0004-66_00008.jpg,12_0004-66,1,0,0,0,0,0
12_0016-40_00043.jpg,12_0016-40,1,0,0,0,0,0
16_00033-8_00028.jpg,16_00033-8,1,0,0,0,0,0
06_0000649_00064.jpg,06_0000649,0,0,1,0,0,0
22_0000609_00023.jpg,22_0000609,1,0,0,0,0,0
03_0006-28_00004.jpg,03_0006-28,1,0,0,0,0,0
12_0006-12_00003.jpg,12_0006-12,1,0,0,0,0,0
12_0014-30_00018.jpg,12_0014-30,1,0,0,0,0,0
12_0002-44_00018.jpg,12_0002-44,1,0,0,0,0,0
16_00030-8_00021.jpg,16_00030-8,1,0,0,0,0,0
16_0019-20_00004.jpg,16_0019-20,0,0,0,0,0,1
03_0013-18_00005.jpg,03_0013-18,1,0,0,0,0,0
22_0000677_00032.jpg,22_0000677,0,0,1,0,0,0
06_0000048_00008.jpg,06_0000048,0,0,1,0,0,0
06_0000223_00056.jpg,06_0000223,0,0,0,0,0,1
16_00004-3_00013.jpg,16_00004-3,1,0,0,0,0,0
03_0012-72_00002.jpg,03_0012-72,1,0,0,0,0,0
03_0008-48_00005.jpg,03_0008-48,1,0,0,0,0,0
06_0000847_00016.jpg,06_0000847,0,0,0,1,0,0
16_0027-14_00005.jpg,16_0027-14,1,0,0,0,0,0
12_0010-61_00010.jpg,12_0010-61,1,0,0,0,0,0
16_0005-14_00011.jpg,16_0005-14,1,0,0,0,0,0
12_0002-43_00015.jpg,12_0002-43,1,0,0,0,0,0
12_0008-27_00004.jpg,12_0008-27,1,0,0,0,0,0
16_00026-1_00030.jpg,16_00026-1,1,0,0,0,0,0
12_0006-26_00027.jpg,12_0006-26,1,0,0,0,0,0
16_0023-11_00011.jpg,16_0023-11,1,0,0,0,0,0
06_0000963_00042.jpg,06_0000963,0,0,1,0,0,0
12_0016-53_00001.jpg,12_0016-53,1,0,0,0,0,0
06_0000519_00013.jpg,06_0000519,0,0,1,0,0,0
03_00009-1_00014.jpg,03_00009-1,1,0,0,0,0,0
12_0005-27_00022.jpg,12_0005-27,1,0,0,0,0,0
16_0014-14_00002.jpg,16_0014-14,0,0,1,0,0,0
06_0000520_00015.jpg,06_0000520,0,0,1,0,0,0
03_0001-11_00006.jpg,03_0001-11,0,1,0,0,0,0
12_0001-53_00010.jpg,12_0001-53,1,0,0,0,0,0
03_0006-18_00016.jpg,03_0006-18,1,0,0,0,0,0
03_0001-21_00002.jpg,03_0001-21,0,0,0,0,1,0
03_0002-53_00003.jpg,03_0002-53,0,0,1,0,0,0
06_0000781_00002.jpg,06_0000781,0,0,1,0,0,0
03_0012-68_00015.jpg,03_0012-68,1,0,0,0,0,0
12_0010-33_00002.jpg,12_0010-33,1,0,0,0,0,0
12_0002-67_00036.jpg,12_0002-67,1,0,0,0,0,0
16_00014-8_00008.jpg,16_00014-8,1,0,0,0,0,0
16_0024-23_00002.jpg,16_0024-23,1,0,0,0,0,0
16_0031-20_00001.jpg,16_0031-20,0,0,0,1,0,0
12_0001-63_00005.jpg,12_0001-63,1,0,0,0,0,0
03_0014-12_00002.jpg,03_0014-12,0,0,0,0,0,1
22_0000515_00013.jpg,22_0000515,1,0,0,0,0,0
12_0001-53_00001.jpg,12_0001-53,1,0,0,0,0,0
06_0000584_00052.jpg,06_0000584,0,0,0,0,0,1
12_0002-71_00016.jpg,12_0002-71,1,0,0,0,0,0
03_0011-27_00006.jpg,03_0011-27,1,0,0,0,0,0
12_0010-54_00027.jpg,12_0010-54,1,0,0,0,0,0
03_0005-68_00008.jpg,03_0005-68,0,0,0,0,0,1
22_0000425_00009.jpg,22_0000425,0,0,1,0,0,0
12_0005-37_00003.jpg,12_0005-37,1,0,0,0,0,0
03_0012-58_00013.jpg,03_0012-58,1,0,0,0,0,0
16_0001-47_00006.jpg,16_0001-47,1,0,0,0,0,0
12_0005-38_00005.jpg,12_0005-38,1,0,0,0,0,0
22_0000976_00004.jpg,22_0000976,0,0,1,0,0,0
22_0000671_00024.jpg,22_0000671,0,0,1,0,0,0
03_0011-78_00004.jpg,03_0011-78,1,0,0,0,0,0
12_0007-65_00007.jpg,12_0007-65,1,0,0,0,0,0
12_0001-54_00028.jpg,12_0001-54,1,0,0,0,0,0
03_0005-65_00049.jpg,03_0005-65,0,0,0,0,0,1
06_0000649_00019.jpg,06_0000649,0,0,1,0,0,0
03_0003-11_00002.jpg,03_0003-11,1,0,0,0,0,0
03_0002-37_00005.jpg,03_0002-37,1,0,0,0,0,0
12_0015-12_00003.jpg,12_0015-12,1,0,0,0,0,0
16_0024-25_00003.jpg,16_0024-25,0,0,0,0,1,0
03_0010-82_00006.jpg,03_0010-82,0,0,0,0,0,1
22_0000424_00030.jpg,22_0000424,0,0,1,0,0,0
06_0001093_00023.jpg,06_0001093,0,0,0,1,0,0
06_0000565_00014.jpg,06_0000565,0,0,1,0,0,0
12_0014-30_00008.jpg,12_0014-30,1,0,0,0,0,0
06_0001000_00020.jpg,06_0001000,0,0,1,0,0,0
06_0000517_00017.jpg,06_0000517,0,0,1,0,0,0
12_0015-16_00008.jpg,12_0015-16,1,0,0,0,0,0
16_0031-25_00003.jpg,16_0031-25,1,0,0,0,0,0
12_0002-34_00030.jpg,12_0002-34,1,0,0,0,0,0
12_0002-50_00001.jpg,12_0002-50,1,0,0,0,0,0
16_00033-2_00002.jpg,16_00033-2,1,0,0,0,0,0
16_00031-7_00020.jpg,16_00031-7,0,0,1,0,0,0
16_0009-24_00004.jpg,16_0009-24,0,0,1,0,0,0
16_0022-24_00014.jpg,16_0022-24,1,0,0,0,0,0
16_00022-2_00007.jpg,16_00022-2,1,0,0,0,0,0
16_0001-56_00007.jpg,16_0001-56,1,0,0,0,0,0
16_0007-14_00004.jpg,16_0007-14,1,0,0,0,0,0
12_0006-18_00001.jpg,12_0006-18,1,0,0,0,0,0
22_0000348_00003.jpg,22_0000348,0,0,1,0,0,0
12_00002-9_00007.jpg,12_00002-9,1,0,0,0,0,0
03_0014-56_00050.jpg,03_0014-56,1,0,0,0,0,0
03_0014-15_00068.jpg,03_0014-15,0,0,0,0,0,1
16_00007-5_00005.jpg,16_00007-5,1,0,0,0,0,0
03_0014-55_00028.jpg,03_0014-55,1,0,0,0,0,0
03_0008-48_00004.jpg,03_0008-48,1,0,0,0,0,0
16_00021-7_00003.jpg,16_00021-7,0,0,1,0,0,0
22_0000134_00049.jpg,22_0000134,0,0,1,0,0,0
16_00035-8_00028.jpg,16_00035-8,0,0,0,0,0,1
06_0000788_00012.jpg,06_0000788,0,0,1,0,0,0
12_0007-22_00035.jpg,12_0007-22,1,0,0,0,0,0
03_0005-27_00011.jpg,03_0005-27,1,0,0,0,0,0
06_0000241_00043.jpg,06_0000241,0,0,0,0,0,1
03_0008-49_00031.jpg,03_0008-49,1,0,0,0,0,0
03_0003-80_00004.jpg,03_0003-80,1,0,0,0,0,0
12_0010-61_00014.jpg,12_0010-61,1,0,0,0,0,0
06_0000954_00025.jpg,06_0000954,0,0,1,0,0,0
16_00004-4_00032.jpg,16_00004-4,1,0,0,0,0,0
22_0000400_00007.jpg,22_0000400,0,0,0,0,0,1
03_0011-45_00011.jpg,03_0011-45,1,0,0,0,0,0
03_001-138_00021.jpg,03_001-138,1,0,0,0,0,0
12_0003-59_00068.jpg,12_0003-59,1,0,0,0,0,0
06_0000053_00019.jpg,06_0000053,1,0,0,0,0,0
06_0000365_00061.jpg,06_0000365,0,0,1,0,0,0
03_0010-39_00015.jpg,03_0010-39,1,0,0,0,0,0
03_0002-53_00002.jpg,03_0002-53,0,0,1,0,0,0
03_0012-68_00023.jpg,03_0012-68,1,0,0,0,0,0
22_0000901_00017.jpg,22_0000901,1,0,0,0,0,0
06_0000410_00013.jpg,06_0000410,0,0,1,0,0,0
16_00029-5_00010.jpg,16_00029-5,1,0,0,0,0,0
16_00003-4_00009.jpg,16_00003-4,0,0,0,0,0,1
03_0011-54_00022.jpg,03_0011-54,1,0,0,0,0,0
22_0000737_00023.jpg,22_0000737,1,0,0,0,0,0
16_0031-29_00013.jpg,16_0031-29,1,0,0,0,0,0
12_0002-86_00007.jpg,12_0002-86,1,0,0,0,0,0
16_0001-31_00012.jpg,16_0001-31,0,0,0,1,0,0
22_0000585_00007.jpg,22_0000585,1,0,0,0,0,0
16_0023-11_00010.jpg,16_0023-11,1,0,0,0,0,0
03_0008-11_00006.jpg,03_0008-11,0,0,1,0,0,0
06_0000355_00037.jpg,06_0000355,0,0,0,0,0,1
03_0005-65_00041.jpg,03_0005-65,0,0,0,0,0,1
12_00015-2_00009.jpg,12_00015-2,1,0,0,0,0,0
06_0000692_00024.jpg,06_0000692,0,0,1,0,0,0
12_0002-43_00006.jpg,12_0002-43,1,0,0,0,0,0
12_00007-3_00006.jpg,12_00007-3,1,0,0,0,0,0
16_0001-38_00003.jpg,16_0001-38,0,0,0,0,0,1
12_0002-33_00054.jpg,12_0002-33,1,0,0,0,0,0
06_0000207_00005.jpg,06_0000207,0,0,1,0,0,0
06_0000922_00008.jpg,06_0000922,0,0,1,0,0,0
12_0011-24_00003.jpg,12_0011-24,1,0,0,0,0,0
16_00007-1_00016.jpg,16_00007-1,0,0,1,0,0,0
03_0010-82_00001.jpg,03_0010-82,0,0,0,0,0,1
22_0000837_00003.jpg,22_0000837,0,0,0,0,0,1
12_0015-32_00005.jpg,12_0015-32,1,0,0,0,0,0
03_00011-8_00010.jpg,03_00011-8,1,0,0,0,0,0
12_0004-57_00002.jpg,12_0004-57,1,0,0,0,0,0
03_0003-87_00014.jpg,03_0003-87,1,0,0,0,0,0
03_0014-55_00024.jpg,03_0014-55,1,0,0,0,0,0
12_0006-16_00002.jpg,12_0006-16,1,0,0,0,0,0
12_0004-62_00002.jpg,12_0004-62,1,0,0,0,0,0
03_0007-72_00009.jpg,03_0007-72,0,0,0,0,0,1
16_0036-21_00006.jpg,16_0036-21,0,0,0,0,1,0
12_0008-20_00063.jpg,12_0008-20,1,0,0,0,0,0
12_0006-52_00008.jpg,12_0006-52,1,0,0,0,0,0
12_0002-73_00026.jpg,12_0002-73,1,0,0,0,0,0
16_00012-4_00003.jpg,16_00012-4,1,0,0,0,0,0
16_00002-7_00001.jpg,16_00002-7,0,0,1,0,0,0
12_0006-26_00043.jpg,12_0006-26,1,0,0,0,0,0
03_0005-76_00036.jpg,03_0005-76,1,0,0,0,0,0
12_0012-34_00004.jpg,12_0012-34,1,0,0,0,0,0
16_0009-17_00015.jpg,16_0009-17,1,0,0,0,0,0
03_0014-15_00079.jpg,03_0014-15,0,0,0,0,0,1
03_0001-82_00008.jpg,03_0001-82,1,0,0,0,0,0
16_00014-2_00005.jpg,16_00014-2,1,0,0,0,0,0
22_0000330_00005.jpg,22_0000330,1,0,0,0,0,0
12_0015-22_00013.jpg,12_0015-22,1,0,0,0,0,0
03_0004-36_00005.jpg,03_0004-36,0,0,1,0,0,0
16_0030-16_00029.jpg,16_0030-16,1,0,0,0,0,0
12_00014-9_00014.jpg,12_00014-9,1,0,0,0,0,0
06_0000053_00006.jpg,06_0000053,1,0,0,0,0,0
16_00003-4_00001.jpg,16_00003-4,0,0,0,0,0,1
12_0003-63_00005.jpg,12_0003-63,1,0,0,0,0,0
16_0019-20_00066.jpg,16_0019-20,0,0,0,0,0,1
16_00025-9_00007.jpg,16_00025-9,1,0,0,0,0,0
06_0000649_00018.jpg,06_0000649,0,0,1,0,0,0
06_0000963_00022.jpg,06_0000963,0,0,1,0,0,0
03_0001-91_00005.jpg,03_0001-91,1,0,0,0,0,0
03_0003-10_00002.jpg,03_0003-10,0,0,1,0,0,0
06_0000540_00001.jpg,06_0000540,0,0,0,1,0,0
12_00014-9_00031.jpg,12_00014-9,1,0,0,0,0,0
12_0016-11_00010.jpg,12_0016-11,1,0,0,0,0,0
06_0000049_00007.jpg,06_0000049,0,0,1,0,0,0
03_0004-32_00007.jpg,03_0004-32,1,0,0,0,0,0
03_0010-39_00024.jpg,03_0010-39,1,0,0,0,0,0
06_0000248_00005.jpg,06_0000248,0,0,0,0,0,1
03_0005-82_00019.jpg,03_0005-82,1,0,0,0,0,0
06_0000613_00009.jpg,06_0000613,0,0,1,0,0,0
12_0005-31_00018.jpg,12_0005-31,1,0,0,0,0,0
16_0026-28_00022.jpg,16_0026-28,1,0,0,0,0,0
16_00009-5_00025.jpg,16_00009-5,1,0,0,0,0,0
03_0002-37_00002.jpg,03_0002-37,1,0,0,0,0,0
12_0002-72_00054.jpg,12_0002-72,1,0,0,0,0,0
12_00014-9_00030.jpg,12_00014-9,1,0,0,0,0,0
16_00011-3_00001.jpg,16_00011-3,1,0,0,0,0,0
03_0001-67_00026.jpg,03_0001-67,0,0,0,0,1,0
22_0000852_00013.jpg,22_0000852,1,0,0,0,0,0
12_0014-30_00020.jpg,12_0014-30,1,0,0,0,0,0
03_0005-46_00024.jpg,03_0005-46,1,0,0,0,0,0
06_0000922_00010.jpg,06_0000922,0,0,1,0,0,0
06_0000223_00089.jpg,06_0000223,0,0,0,0,0,1
06_0000146_00001.jpg,06_0000146,0,0,0,1,0,0
03_0002-48_00009.jpg,03_0002-48,0,0,0,0,0,1
06_0000692_00004.jpg,06_0000692,0,0,1,0,0,0
06_0000366_00007.jpg,06_0000366,0,0,1,0,0,0
06_0000217_00003.jpg,06_0000217,0,0,1,0,0,0
22_0000671_00010.jpg,22_0000671,0,0,1,0,0,0
06_0000752_00071.jpg,06_0000752,0,0,1,0,0,0
12_0004-35_00002.jpg,12_0004-35,1,0,0,0,0,0
03_0005-21_00005.jpg,03_0005-21,1,0,0,0,0,0
06_0000687_00009.jpg,06_0000687,1,0,0,0,0,0
06_0000223_00015.jpg,06_0000223,0,0,0,0,0,1
03_0005-21_00025.jpg,03_0005-21,1,0,0,0,0,0
16_00005-9_00001.jpg,16_00005-9,0,0,1,0,0,0
06_0000852_00012.jpg,06_0000852,0,0,0,0,0,1
16_0010-11_00003.jpg,16_0010-11,1,0,0,0,0,0
06_0001016_00003.jpg,06_0001016,0,0,1,0,0,0
06_0000480_00001.jpg,06_0000480,0,0,1,0,0,0
12_0010-30_00002.jpg,12_0010-30,1,0,0,0,0,0
22_0000682_00013.jpg,22_0000682,1,0,0,0,0,0
12_0001-67_00003.jpg,12_0001-67,1,0,0,0,0,0
06_0000564_00030.jpg,06_0000564,0,0,1,0,0,0
12_0001-67_00043.jpg,12_0001-67,1,0,0,0,0,0
12_0016-53_00003.jpg,12_0016-53,1,0,0,0,0,0
12_0002-44_00014.jpg,12_0002-44,1,0,0,0,0,0
03_0014-32_00003.jpg,03_0014-32,0,0,1,0,0,0
22_0000908_00012.jpg,22_0000908,1,0,0,0,0,0
03_0001-19_00011.jpg,03_0001-19,1,0,0,0,0,0
12_0007-64_00002.jpg,12_0007-64,1,0,0,0,0,0
03_0010-97_00031.jpg,03_0010-97,0,0,0,0,0,1
16_0027-25_00001.jpg,16_0027-25,1,0,0,0,0,0
22_0000836_00020.jpg,22_0000836,1,0,0,0,0,0
12_0008-20_00006.jpg,12_0008-20,1,0,0,0,0,0
03_0004-23_00028.jpg,03_0004-23,1,0,0,0,0,0
06_0000207_00004.jpg,06_0000207,0,0,1,0,0,0
06_0000612_00018.jpg,06_0000612,0,0,1,0,0,0
12_0005-38_00008.jpg,12_0005-38,1,0,0,0,0,0
12_0008-51_00024.jpg,12_0008-51,1,0,0,0,0,0
16_0027-21_00002.jpg,16_0027-21,0,0,0,1,0,0
12_0003-62_00003.jpg,12_0003-62,1,0,0,0,0,0
16_00003-9_00010.jpg,16_00003-9,1,0,0,0,0,0
22_0000330_00011.jpg,22_0000330,1,0,0,0,0,0
06_0000333_00005.jpg,06_0000333,0,0,1,0,0,0
16_00011-6_00013.jpg,16_00011-6,1,0,0,0,0,0
12_0001-67_00016.jpg,12_0001-67,1,0,0,0,0,0
16_0019-20_00067.jpg,16_0019-20,0,0,0,0,0,1
03_0009-45_00018.jpg,03_0009-45,1,0,0,0,0,0
22_0000987_00006.jpg,22_0000987,0,0,1,0,0,0
03_001-138_00001.jpg,03_001-138,1,0,0,0,0,0
03_0010-39_00041.jpg,03_0010-39,1,0,0,0,0,0
12_0001-53_00009.jpg,12_0001-53,1,0,0,0,0,0
03_0002-39_00001.jpg,03_0002-39,0,0,0,0,1,0
16_00011-4_00003.jpg,16_00011-4,1,0,0,0,0,0
03_0007-12_00008.jpg,03_0007-12,0,0,0,0,0,1
16_00022-2_00005.jpg,16_00022-2,1,0,0,0,0,0
16_00014-2_00003.jpg,16_00014-2,1,0,0,0,0,0
12_0002-44_00002.jpg,12_0002-44,1,0,0,0,0,0
16_0019-21_00009.jpg,16_0019-21,1,0,0,0,0,0
03_0006-18_00004.jpg,03_0006-18,1,0,0,0,0,0
22_0000598_00010.jpg,22_0000598,1,0,0,0,0,0
22_0000374_00011.jpg,22_0000374,0,0,1,0,0,0
03_0005-68_00006.jpg,03_0005-68,0,0,0,0,0,1
12_0001-31_00011.jpg,12_0001-31,1,0,0,0,0,0
16_0001-42_00003.jpg,16_0001-42,0,0,0,0,0,1
06_0000494_00016.jpg,06_0000494,0,0,1,0,0,0
12_0015-59_00015.jpg,12_0015-59,1,0,0,0,0,0
16_00026-1_00011.jpg,16_00026-1,1,0,0,0,0,0
22_0000609_00033.jpg,22_0000609,1,0,0,0,0,0
12_0015-22_00006.jpg,12_0015-22,1,0,0,0,0,0
16_00031-7_00010.jpg,16_00031-7,0,0,1,0,0,0
03_0003-57_00028.jpg,03_0003-57,0,0,0,0,0,1
06_0001138_00004.jpg,06_0001138,0,0,1,0,0,0
06_0000730_00012.jpg,06_0000730,0,0,1,0,0,0
12_0010-61_00022.jpg,12_0010-61,1,0,0,0,0,0
03_0001-82_00036.jpg,03_0001-82,1,0,0,0,0,0
22_0000611_00004.jpg,22_0000611,0,0,0,0,0,1
06_0000130_00011.jpg,06_0000130,1,0,0,0,0,0
12_0002-67_00072.jpg,12_0002-67,1,0,0,0,0,0
03_0014-56_00016.jpg,03_0014-56,1,0,0,0,0,0
06_0000750_00005.jpg,06_0000750,0,0,1,0,0,0
03_0010-20_00040.jpg,03_0010-20,0,0,0,0,0,1
12_0014-58_00014.jpg,12_0014-58,1,0,0,0,0,0
16_0009-24_00001.jpg,16_0009-24,0,0,1,0,0,0
06_0000249_00011.jpg,06_0000249,0,0,0,0,0,1
12_0001-54_00024.jpg,12_0001-54,1,0,0,0,0,0
22_0001048_00001.jpg,22_0001048,0,0,0,0,0,1
12_0006-26_00053.jpg,12_0006-26,1,0,0,0,0,0
03_0001-67_00041.jpg,03_0001-67,0,0,0,0,1,0
03_0003-55_00030.jpg,03_0003-55,0,0,0,0,0,1
03_0010-20_00008.jpg,03_0010-20,0,0,0,0,0,1
12_0007-28_00003.jpg,12_0007-28,1,0,0,0,0,0
06_0000126_00031.jpg,06_0000126,1,0,0,0,0,0
12_0008-21_00007.jpg,12_0008-21,1,0,0,0,0,0
03_0002-81_00016.jpg,03_0002-81,1,0,0,0,0,0
06_0000449_00021.jpg,06_0000449,0,0,1,0,0,0
16_00033-7_00003.jpg,16_00033-7,1,0,0,0,0,0
22_0000728_00007.jpg,22_0000728,0,0,1,0,0,0
12_00016-2_00005.jpg,12_00016-2,1,0,0,0,0,0
12_0002-73_00020.jpg,12_0002-73,1,0,0,0,0,0
22_0000472_00014.jpg,22_0000472,0,0,0,0,0,1
12_0013-48_00017.jpg,12_0013-48,1,0,0,0,0,0
12_00015-4_00007.jpg,12_00015-4,1,0,0,0,0,0
06_0000565_00009.jpg,06_0000565,0,0,1,0,0,0
16_0021-13_00003.jpg,16_0021-13,1,0,0,0,0,0
03_0011-60_00032.jpg,03_0011-60,1,0,0,0,0,0
03_0014-55_00021.jpg,03_0014-55,1,0,0,0,0,0
06_0000224_00110.jpg,06_0000224,0,0,0,0,0,1
12_00016-8_00018.jpg,12_00016-8,1,0,0,0,0,0
03_0002-16_00003.jpg,03_0002-16,1,0,0,0,0,0
03_0001-67_00016.jpg,03_0001-67,0,0,0,0,1,0
03_0007-10_00010.jpg,03_0007-10,1,0,0,0,0,0
03_0010-97_00011.jpg,03_0010-97,0,0,0,0,0,1
03_0014-50_00001.jpg,03_0014-50,1,0,0,0,0,0
16_0036-14_00026.jpg,16_0036-14,0,0,0,0,0,1
06_0000301_00005.jpg,06_0000301,0,0,1,0,0,0
06_0000223_00064.jpg,06_0000223,0,0,0,0,0,1
16_00021-4_00001.jpg,16_00021-4,0,0,1,0,0,0
06_0000840_00001.jpg,06_0000840,0,0,0,1,0,0
12_0011-43_00006.jpg,12_0011-43,1,0,0,0,0,0
12_0007-64_00006.jpg,12_0007-64,1,0,0,0,0,0
22_0000682_00004.jpg,22_0000682,1,0,0,0,0,0
12_0002-35_00004.jpg,12_0002-35,1,0,0,0,0,0
12_0002-50_00028.jpg,12_0002-50,1,0,0,0,0,0
06_0000651_00015.jpg,06_0000651,0,0,0,0,0,1
03_0009-52_00010.jpg,03_0009-52,1,0,0,0,0,0
06_0000526_00021.jpg,06_0000526,0,0,1,0,0,0
12_0005-36_00018.jpg,12_0005-36,1,0,0,0,0,0
03_0003-11_00009.jpg,03_0003-11,1,0,0,0,0,0
12_0010-34_00002.jpg,12_0010-34,1,0,0,0,0,0
06_0000770_00006.jpg,06_0000770,0,0,1,0,0,0
12_0004-67_00008.jpg,12_0004-67,1,0,0,0,0,0
06_0000520_00010.jpg,06_0000520,0,0,1,0,0,0
16_0001-13_00007.jpg,16_0001-13,0,0,0,0,0,1
16_00002-7_00003.jpg,16_00002-7,0,0,1,0,0,0
12_0002-32_00006.jpg,12_0002-32,1,0,0,0,0,0
16_00029-5_00007.jpg,16_00029-5,1,0,0,0,0,0
12_0003-66_00021.jpg,12_0003-66,1,0,0,0,0,0
16_0010-16_00002.jpg,16_0010-16,0,0,1,0,0,0
06_0000508_00030.jpg,06_0000508,0,0,1,0,0,0
12_0015-24_00014.jpg,12_0015-24,1,0,0,0,0,0
03_0012-27_00006.jpg,03_0012-27,1,0,0,0,0,0
16_0030-16_00018.jpg,16_0030-16,1,0,0,0,0,0
06_0000543_00023.jpg,06_0000543,0,0,0,1,0,0
16_0006-16_00002.jpg,16_0006-16,1,0,0,0,0,0
03_0008-49_00047.jpg,03_0008-49,1,0,0,0,0,0
03_0011-41_00022.jpg,03_0011-41,1,0,0,0,0,0
06_0000451_00033.jpg,06_0000451,0,0,1,0,0,0
22_0000306_00002.jpg,22_0000306,0,0,1,0,0,0
12_0010-61_00008.jpg,12_0010-61,1,0,0,0,0,0
12_0005-31_00021.jpg,12_0005-31,1,0,0,0,0,0
16_0015-16_00002.jpg,16_0015-16,1,0,0,0,0,0
06_0000049_00003.jpg,06_0000049,0,0,1,0,0,0
12_0004-63_00008.jpg,12_0004-63,1,0,0,0,0,0
12_00014-9_00032.jpg,12_00014-9,1,0,0,0,0,0
03_0002-81_00002.jpg,03_0002-81,1,0,0,0,0,0
12_0002-41_00010.jpg,12_0002-41,1,0,0,0,0,0
16_00031-7_00026.jpg,16_00031-7,0,0,1,0,0,0
12_0007-22_00053.jpg,12_0007-22,1,0,0,0,0,0
16_0027-14_00004.jpg,16_0027-14,1,0,0,0,0,0
22_0000693_00010.jpg,22_0000693,1,0,0,0,0,0
12_0014-31_00003.jpg,12_0014-31,1,0,0,0,0,0
12_0008-27_00005.jpg,12_0008-27,1,0,0,0,0,0
12_0005-55_00001.jpg,12_0005-55,1,0,0,0,0,0
06_0000649_00008.jpg,06_0000649,0,0,1,0,0,0
06_0000366_00004.jpg,06_0000366,0,0,1,0,0,0
06_0000451_00034.jpg,06_0000451,0,0,1,0,0,0
06_0000448_00007.jpg,06_0000448,0,0,1,0,0,0
03_0005-65_00083.jpg,03_0005-65,0,0,0,0,0,1
06_0000582_00006.jpg,06_0000582,0,0,0,0,0,1
06_0000354_00009.jpg,06_0000354,0,0,0,0,0,1
12_0008-27_00006.jpg,12_0008-27,1,0,0,0,0,0
06_0000857_00005.jpg,06_0000857,0,0,0,0,0,1
22_0000525_00021.jpg,22_0000525,1,0,0,0,0,0
22_0000677_00038.jpg,22_0000677,0,0,1,0,0,0
12_0002-58_00014.jpg,12_0002-58,1,0,0,0,0,0
06_0000331_00016.jpg,06_0000331,0,0,1,0,0,0
12_0007-37_00002.jpg,12_0007-37,1,0,0,0,0,0
06_0000305_00003.jpg,06_0000305,0,0,1,0,0,0
12_0003-62_00005.jpg,12_0003-62,1,0,0,0,0,0
16_0026-28_00011.jpg,16_0026-28,1,0,0,0,0,0
03_0011-61_00030.jpg,03_0011-61,1,0,0,0,0,0
03_0009-45_00045.jpg,03_0009-45,1,0,0,0,0,0
12_00014-7_00018.jpg,12_00014-7,1,0,0,0,0,0
22_0000728_00013.jpg,22_0000728,0,0,1,0,0,0
03_0011-78_00003.jpg,03_0011-78,1,0,0,0,0,0
06_0000565_00012.jpg,06_0000565,0,0,1,0,0,0
22_0000908_00018.jpg,22_0000908,1,0,0,0,0,0
03_0003-14_00039.jpg,03_0003-14,1,0,0,0,0,0
06_0000353_00007.jpg,06_0000353,0,0,0,0,0,1
03_0012-55_00023.jpg,03_0012-55,0,0,0,0,0,1
16_00029-3_00004.jpg,16_00029-3,1,0,0,0,0,0
12_0002-58_00009.jpg,12_0002-58,1,0,0,0,0,0
06_0001018_00007.jpg,06_0001018,0,0,1,0,0,0
22_0000383_00035.jpg,22_0000383,1,0,0,0,0,0
12_0006-34_00002.jpg,12_0006-34,1,0,0,0,0,0
